time,mRegistered,mTimeStamp,mPci,mTac,mEarfcn,mMcc+mMnc,ss,rsrp,rsrq,rssnr,cqi,ta
11-20 17:36:29.326,NO,105884142994414,406,2147483647,850,nullnull,25,-86,-11,2147483647,2147483647,2147483647
11-20 17:36:29.326,NO,105884142994414,226,2147483647,9820,nullnull,18,-97,-10,2147483647,2147483647,2147483647
11-20 17:36:29.326,NO,105884142994414,47,2147483647,9820,nullnull,18,-104,-18,2147483647,2147483647,2147483647
11-20 17:36:29.326,NO,105884142994414,470,2147483647,5780,nullnull,31,-73,-12,2147483647,2147483647,2147483647
11-20 17:36:29.326,NO,105884142994414,427,2147483647,5780,nullnull,31,-75,-12,2147483647,2147483647,2147483647}]
11-20 17:36:29.327,YES,105884142994414,422,34624,850,310410,31,-76,-9,2147483647,2147483647,2147483647
11-20 17:36:29.327,NO,105884142994414,406,2147483647,850,nullnull,25,-86,-11,2147483647,2147483647,2147483647
11-20 17:36:29.327,NO,105884142994414,226,2147483647,9820,nullnull,18,-97,-10,2147483647,2147483647,2147483647
11-20 17:36:29.327,NO,105884142994414,47,2147483647,9820,nullnull,18,-104,-18,2147483647,2147483647,2147483647
11-20 17:36:29.327,NO,105884142994414,470,2147483647,5780,nullnull,31,-73,-12,2147483647,2147483647,2147483647
11-20 17:36:29.327,NO,105884142994414,427,2147483647,5780,nullnull,31,-75,-12,2147483647,2147483647,2147483647}]
11-20 17:36:29.827,YES,105884142994414,422,34624,850,310410,31,-76,-9,2147483647,2147483647,2147483647
11-20 17:36:29.827,NO,105884142994414,406,2147483647,850,nullnull,25,-86,-11,2147483647,2147483647,2147483647
11-20 17:36:29.827,NO,105884142994414,226,2147483647,9820,nullnull,18,-97,-10,2147483647,2147483647,2147483647
11-20 17:36:29.827,NO,105884142994414,47,2147483647,9820,nullnull,18,-104,-18,2147483647,2147483647,2147483647
11-20 17:36:29.827,NO,105884142994414,470,2147483647,5780,nullnull,31,-73,-12,2147483647,2147483647,2147483647
11-20 17:36:29.827,NO,105884142994414,427,2147483647,5780,nullnull,31,-75,-12,2147483647,2147483647,2147483647}]
11-20 17:36:29.830,YES,105884142994414,422,34624,850,310410,31,-76,-9,2147483647,2147483647,2147483647
11-20 17:36:29.830,NO,105884142994414,406,2147483647,850,nullnull,25,-86,-11,2147483647,2147483647,2147483647
11-20 17:36:29.830,NO,105884142994414,226,2147483647,9820,nullnull,18,-97,-10,2147483647,2147483647,2147483647
11-20 17:36:29.830,NO,105884142994414,47,2147483647,9820,nullnull,18,-104,-18,2147483647,2147483647,2147483647
11-20 17:36:29.830,NO,105884142994414,470,2147483647,5780,nullnull,31,-73,-12,2147483647,2147483647,2147483647
11-20 17:36:29.830,NO,105884142994414,427,2147483647,5780,nullnull,31,-75,-12,2147483647,2147483647,2147483647}]
11-20 17:36:30.338,YES,105886643108829,422,34624,850,310410,31,-77,-9,2147483647,2147483647,2147483647
11-20 17:36:30.338,NO,105886643108829,406,2147483647,850,nullnull,25,-86,-13,2147483647,2147483647,2147483647
11-20 17:36:30.338,NO,105886643108829,226,2147483647,9820,nullnull,18,-97,-10,2147483647,2147483647,2147483647
11-20 17:36:30.338,NO,105886643108829,47,2147483647,9820,nullnull,18,-104,-18,2147483647,2147483647,2147483647
11-20 17:36:30.338,NO,105886643108829,470,2147483647,5780,nullnull,31,-73,-12,2147483647,2147483647,2147483647
11-20 17:36:30.338,NO,105886643108829,427,2147483647,5780,nullnull,31,-75,-12,2147483647,2147483647,2147483647}]
11-20 17:36:30.340,YES,105886643108829,422,34624,850,310410,31,-77,-9,2147483647,2147483647,2147483647
11-20 17:36:30.340,NO,105886643108829,406,2147483647,850,nullnull,25,-86,-13,2147483647,2147483647,2147483647
11-20 17:36:30.340,NO,105886643108829,226,2147483647,9820,nullnull,18,-97,-10,2147483647,2147483647,2147483647
11-20 17:36:30.340,NO,105886643108829,47,2147483647,9820,nullnull,18,-104,-18,2147483647,2147483647,2147483647
11-20 17:36:30.340,NO,105886643108829,470,2147483647,5780,nullnull,31,-73,-12,2147483647,2147483647,2147483647
11-20 17:36:30.340,NO,105886643108829,427,2147483647,5780,nullnull,31,-75,-12,2147483647,2147483647,2147483647}]
11-20 17:36:30.829,YES,105886643108829,422,34624,850,310410,31,-77,-9,2147483647,2147483647,2147483647
11-20 17:36:30.829,NO,105886643108829,406,2147483647,850,nullnull,25,-86,-13,2147483647,2147483647,2147483647
11-20 17:36:30.829,NO,105886643108829,226,2147483647,9820,nullnull,18,-97,-10,2147483647,2147483647,2147483647
11-20 17:36:30.829,NO,105886643108829,47,2147483647,9820,nullnull,18,-104,-18,2147483647,2147483647,2147483647
11-20 17:36:30.829,NO,105886643108829,470,2147483647,5780,nullnull,31,-73,-12,2147483647,2147483647,2147483647
11-20 17:36:30.829,NO,105886643108829,427,2147483647,5780,nullnull,31,-75,-12,2147483647,2147483647,2147483647}]
11-20 17:36:30.837,YES,105886643108829,422,34624,850,310410,31,-77,-9,2147483647,2147483647,2147483647
11-20 17:36:30.837,NO,105886643108829,406,2147483647,850,nullnull,25,-86,-13,2147483647,2147483647,2147483647
11-20 17:36:30.837,NO,105886643108829,226,2147483647,9820,nullnull,18,-97,-10,2147483647,2147483647,2147483647
11-20 17:36:30.837,NO,105886643108829,47,2147483647,9820,nullnull,18,-104,-18,2147483647,2147483647,2147483647
11-20 17:36:30.837,NO,105886643108829,470,2147483647,5780,nullnull,31,-73,-12,2147483647,2147483647,2147483647
11-20 17:36:30.837,NO,105886643108829,427,2147483647,5780,nullnull,31,-75,-12,2147483647,2147483647,2147483647}]
11-20 17:36:31.328,YES,105886643108829,422,34624,850,310410,31,-77,-9,2147483647,2147483647,2147483647
11-20 17:36:31.328,NO,105886643108829,406,2147483647,850,nullnull,25,-86,-13,2147483647,2147483647,2147483647
11-20 17:36:31.328,NO,105886643108829,226,2147483647,9820,nullnull,18,-97,-10,2147483647,2147483647,2147483647
11-20 17:36:31.328,NO,105886643108829,47,2147483647,9820,nullnull,18,-104,-18,2147483647,2147483647,2147483647
11-20 17:36:31.328,NO,105886643108829,470,2147483647,5780,nullnull,31,-73,-12,2147483647,2147483647,2147483647
11-20 17:36:31.328,NO,105886643108829,427,2147483647,5780,nullnull,31,-75,-12,2147483647,2147483647,2147483647}]
11-20 17:36:31.330,YES,105886643108829,422,34624,850,310410,31,-77,-9,2147483647,2147483647,2147483647
11-20 17:36:31.330,NO,105886643108829,406,2147483647,850,nullnull,25,-86,-13,2147483647,2147483647,2147483647
11-20 17:36:31.330,NO,105886643108829,226,2147483647,9820,nullnull,18,-97,-10,2147483647,2147483647,2147483647
11-20 17:36:31.330,NO,105886643108829,47,2147483647,9820,nullnull,18,-104,-18,2147483647,2147483647,2147483647
11-20 17:36:31.330,NO,105886643108829,470,2147483647,5780,nullnull,31,-73,-12,2147483647,2147483647,2147483647
11-20 17:36:31.330,NO,105886643108829,427,2147483647,5780,nullnull,31,-75,-12,2147483647,2147483647,2147483647}]
11-20 17:36:31.830,YES,105886643108829,422,34624,850,310410,31,-77,-9,2147483647,2147483647,2147483647
11-20 17:36:31.830,NO,105886643108829,406,2147483647,850,nullnull,25,-86,-13,2147483647,2147483647,2147483647
11-20 17:36:31.830,NO,105886643108829,226,2147483647,9820,nullnull,18,-97,-10,2147483647,2147483647,2147483647
11-20 17:36:31.830,NO,105886643108829,47,2147483647,9820,nullnull,18,-104,-18,2147483647,2147483647,2147483647
11-20 17:36:31.830,NO,105886643108829,470,2147483647,5780,nullnull,31,-73,-12,2147483647,2147483647,2147483647
11-20 17:36:31.830,NO,105886643108829,427,2147483647,5780,nullnull,31,-75,-12,2147483647,2147483647,2147483647}]
11-20 17:36:31.832,YES,105886643108829,422,34624,850,310410,31,-77,-9,2147483647,2147483647,2147483647
11-20 17:36:31.832,NO,105886643108829,406,2147483647,850,nullnull,25,-86,-13,2147483647,2147483647,2147483647
11-20 17:36:31.832,NO,105886643108829,226,2147483647,9820,nullnull,18,-97,-10,2147483647,2147483647,2147483647
11-20 17:36:31.832,NO,105886643108829,47,2147483647,9820,nullnull,18,-104,-18,2147483647,2147483647,2147483647
11-20 17:36:31.832,NO,105886643108829,470,2147483647,5780,nullnull,31,-73,-12,2147483647,2147483647,2147483647
11-20 17:36:31.832,NO,105886643108829,427,2147483647,5780,nullnull,31,-75,-12,2147483647,2147483647,2147483647}]
11-20 17:36:32.332,YES,105886643108829,422,34624,850,310410,31,-77,-9,2147483647,2147483647,2147483647
11-20 17:36:32.332,NO,105886643108829,406,2147483647,850,nullnull,25,-86,-13,2147483647,2147483647,2147483647
11-20 17:36:32.332,NO,105886643108829,226,2147483647,9820,nullnull,18,-97,-10,2147483647,2147483647,2147483647
11-20 17:36:32.332,NO,105886643108829,47,2147483647,9820,nullnull,18,-104,-18,2147483647,2147483647,2147483647
11-20 17:36:32.332,NO,105886643108829,470,2147483647,5780,nullnull,31,-73,-12,2147483647,2147483647,2147483647
11-20 17:36:32.332,NO,105886643108829,427,2147483647,5780,nullnull,31,-75,-12,2147483647,2147483647,2147483647}]
11-20 17:36:32.334,YES,105886643108829,422,34624,850,310410,31,-77,-9,2147483647,2147483647,2147483647
11-20 17:36:32.334,NO,105886643108829,406,2147483647,850,nullnull,25,-86,-13,2147483647,2147483647,2147483647
11-20 17:36:32.334,NO,105886643108829,226,2147483647,9820,nullnull,18,-97,-10,2147483647,2147483647,2147483647
11-20 17:36:32.334,NO,105886643108829,47,2147483647,9820,nullnull,18,-104,-18,2147483647,2147483647,2147483647
11-20 17:36:32.334,NO,105886643108829,470,2147483647,5780,nullnull,31,-73,-12,2147483647,2147483647,2147483647
11-20 17:36:32.334,NO,105886643108829,427,2147483647,5780,nullnull,31,-75,-12,2147483647,2147483647,2147483647}]
11-20 17:36:32.882,YES,105889166699237,422,34624,850,310410,31,-78,-10,2147483647,2147483647,2147483647
11-20 17:36:32.882,NO,105889166699237,406,2147483647,850,nullnull,29,-87,-15,2147483647,2147483647,2147483647
11-20 17:36:32.882,NO,105889166699237,226,2147483647,9820,nullnull,18,-97,-10,2147483647,2147483647,2147483647
11-20 17:36:32.882,NO,105889166699237,47,2147483647,9820,nullnull,18,-104,-18,2147483647,2147483647,2147483647
11-20 17:36:32.882,NO,105889166699237,470,2147483647,5780,nullnull,31,-73,-12,2147483647,2147483647,2147483647
11-20 17:36:32.882,NO,105889166699237,427,2147483647,5780,nullnull,31,-75,-12,2147483647,2147483647,2147483647}]
11-20 17:36:32.907,YES,105889166699237,422,34624,850,310410,31,-78,-10,2147483647,2147483647,2147483647
11-20 17:36:32.907,NO,105889166699237,406,2147483647,850,nullnull,29,-87,-15,2147483647,2147483647,2147483647
11-20 17:36:32.907,NO,105889166699237,226,2147483647,9820,nullnull,18,-97,-10,2147483647,2147483647,2147483647
11-20 17:36:32.907,NO,105889166699237,47,2147483647,9820,nullnull,18,-104,-18,2147483647,2147483647,2147483647
11-20 17:36:32.907,NO,105889166699237,470,2147483647,5780,nullnull,31,-73,-12,2147483647,2147483647,2147483647
11-20 17:36:32.907,NO,105889166699237,427,2147483647,5780,nullnull,31,-75,-12,2147483647,2147483647,2147483647}]
11-20 17:36:33.335,YES,105889217074086,422,34624,850,310410,31,-78,-10,2147483647,2147483647,2147483647
11-20 17:36:33.335,NO,105889217074086,406,2147483647,850,nullnull,29,-87,-15,2147483647,2147483647,2147483647
11-20 17:36:33.335,NO,105889217074086,226,2147483647,9820,nullnull,18,-97,-10,2147483647,2147483647,2147483647
11-20 17:36:33.335,NO,105889217074086,47,2147483647,9820,nullnull,18,-104,-18,2147483647,2147483647,2147483647
11-20 17:36:33.335,NO,105889217074086,470,2147483647,5780,nullnull,31,-73,-12,2147483647,2147483647,2147483647
11-20 17:36:33.335,NO,105889217074086,427,2147483647,5780,nullnull,31,-75,-12,2147483647,2147483647,2147483647}]
11-20 17:36:33.344,YES,105889217074086,422,34624,850,310410,31,-78,-10,2147483647,2147483647,2147483647
11-20 17:36:33.344,NO,105889217074086,406,2147483647,850,nullnull,29,-87,-15,2147483647,2147483647,2147483647
11-20 17:36:33.344,NO,105889217074086,226,2147483647,9820,nullnull,18,-97,-10,2147483647,2147483647,2147483647
11-20 17:36:33.344,NO,105889217074086,47,2147483647,9820,nullnull,18,-104,-18,2147483647,2147483647,2147483647
11-20 17:36:33.344,NO,105889217074086,470,2147483647,5780,nullnull,31,-73,-12,2147483647,2147483647,2147483647
11-20 17:36:33.344,NO,105889217074086,427,2147483647,5780,nullnull,31,-75,-12,2147483647,2147483647,2147483647}]
11-20 17:36:33.834,YES,105889217074086,422,34624,850,310410,31,-78,-10,2147483647,2147483647,2147483647
11-20 17:36:33.834,NO,105889217074086,406,2147483647,850,nullnull,29,-87,-15,2147483647,2147483647,2147483647
11-20 17:36:33.834,NO,105889217074086,226,2147483647,9820,nullnull,18,-97,-10,2147483647,2147483647,2147483647
11-20 17:36:33.834,NO,105889217074086,47,2147483647,9820,nullnull,18,-104,-18,2147483647,2147483647,2147483647
11-20 17:36:33.834,NO,105889217074086,470,2147483647,5780,nullnull,31,-73,-12,2147483647,2147483647,2147483647
11-20 17:36:33.834,NO,105889217074086,427,2147483647,5780,nullnull,31,-75,-12,2147483647,2147483647,2147483647}]
11-20 17:36:33.837,YES,105889217074086,422,34624,850,310410,31,-78,-10,2147483647,2147483647,2147483647
11-20 17:36:33.837,NO,105889217074086,406,2147483647,850,nullnull,29,-87,-15,2147483647,2147483647,2147483647
11-20 17:36:33.837,NO,105889217074086,226,2147483647,9820,nullnull,18,-97,-10,2147483647,2147483647,2147483647
11-20 17:36:33.837,NO,105889217074086,47,2147483647,9820,nullnull,18,-104,-18,2147483647,2147483647,2147483647
11-20 17:36:33.837,NO,105889217074086,470,2147483647,5780,nullnull,31,-73,-12,2147483647,2147483647,2147483647
11-20 17:36:33.837,NO,105889217074086,427,2147483647,5780,nullnull,31,-75,-12,2147483647,2147483647,2147483647}]
11-20 17:36:34.335,YES,105889217074086,422,34624,850,310410,31,-78,-10,2147483647,2147483647,2147483647
11-20 17:36:34.335,NO,105889217074086,406,2147483647,850,nullnull,29,-87,-15,2147483647,2147483647,2147483647
11-20 17:36:34.335,NO,105889217074086,226,2147483647,9820,nullnull,18,-97,-10,2147483647,2147483647,2147483647
11-20 17:36:34.335,NO,105889217074086,47,2147483647,9820,nullnull,18,-104,-18,2147483647,2147483647,2147483647
11-20 17:36:34.335,NO,105889217074086,470,2147483647,5780,nullnull,31,-73,-12,2147483647,2147483647,2147483647
11-20 17:36:34.335,NO,105889217074086,427,2147483647,5780,nullnull,31,-75,-12,2147483647,2147483647,2147483647}]
11-20 17:36:34.338,YES,105889217074086,422,34624,850,310410,31,-78,-10,2147483647,2147483647,2147483647
11-20 17:36:34.338,NO,105889217074086,406,2147483647,850,nullnull,29,-87,-15,2147483647,2147483647,2147483647
11-20 17:36:34.338,NO,105889217074086,226,2147483647,9820,nullnull,18,-97,-10,2147483647,2147483647,2147483647
11-20 17:36:34.338,NO,105889217074086,47,2147483647,9820,nullnull,18,-104,-18,2147483647,2147483647,2147483647
11-20 17:36:34.338,NO,105889217074086,470,2147483647,5780,nullnull,31,-73,-12,2147483647,2147483647,2147483647
11-20 17:36:34.338,NO,105889217074086,427,2147483647,5780,nullnull,31,-75,-12,2147483647,2147483647,2147483647}]
11-20 17:36:34.836,YES,105889217074086,422,34624,850,310410,31,-78,-10,2147483647,2147483647,2147483647
11-20 17:36:34.836,NO,105889217074086,406,2147483647,850,nullnull,29,-87,-15,2147483647,2147483647,2147483647
11-20 17:36:34.836,NO,105889217074086,226,2147483647,9820,nullnull,18,-97,-10,2147483647,2147483647,2147483647
11-20 17:36:34.836,NO,105889217074086,47,2147483647,9820,nullnull,18,-104,-18,2147483647,2147483647,2147483647
11-20 17:36:34.836,NO,105889217074086,470,2147483647,5780,nullnull,31,-73,-12,2147483647,2147483647,2147483647
11-20 17:36:34.836,NO,105889217074086,427,2147483647,5780,nullnull,31,-75,-12,2147483647,2147483647,2147483647}]
11-20 17:36:34.839,YES,105889217074086,422,34624,850,310410,31,-78,-10,2147483647,2147483647,2147483647
11-20 17:36:34.839,NO,105889217074086,406,2147483647,850,nullnull,29,-87,-15,2147483647,2147483647,2147483647
11-20 17:36:34.839,NO,105889217074086,226,2147483647,9820,nullnull,18,-97,-10,2147483647,2147483647,2147483647
11-20 17:36:34.839,NO,105889217074086,47,2147483647,9820,nullnull,18,-104,-18,2147483647,2147483647,2147483647
11-20 17:36:34.839,NO,105889217074086,470,2147483647,5780,nullnull,31,-73,-12,2147483647,2147483647,2147483647
11-20 17:36:34.839,NO,105889217074086,427,2147483647,5780,nullnull,31,-75,-12,2147483647,2147483647,2147483647}]
11-20 17:36:35.385,YES,105891676306675,422,34624,850,310410,31,-79,-8,2147483647,2147483647,2147483647
11-20 17:36:35.385,NO,105891676306675,406,2147483647,850,nullnull,23,-90,-8,2147483647,2147483647,2147483647
11-20 17:36:35.385,NO,105891676306675,226,2147483647,9820,nullnull,18,-97,-10,2147483647,2147483647,2147483647
11-20 17:36:35.385,NO,105891676306675,47,2147483647,9820,nullnull,18,-104,-18,2147483647,2147483647,2147483647
11-20 17:36:35.385,NO,105891676306675,470,2147483647,5780,nullnull,31,-73,-12,2147483647,2147483647,2147483647
11-20 17:36:35.385,NO,105891676306675,427,2147483647,5780,nullnull,31,-75,-12,2147483647,2147483647,2147483647}]
11-20 17:36:35.394,YES,105891676306675,422,34624,850,310410,31,-79,-8,2147483647,2147483647,2147483647
11-20 17:36:35.394,NO,105891676306675,406,2147483647,850,nullnull,23,-90,-8,2147483647,2147483647,2147483647
11-20 17:36:35.394,NO,105891676306675,226,2147483647,9820,nullnull,18,-97,-10,2147483647,2147483647,2147483647
11-20 17:36:35.394,NO,105891676306675,47,2147483647,9820,nullnull,18,-104,-18,2147483647,2147483647,2147483647
11-20 17:36:35.394,NO,105891676306675,470,2147483647,5780,nullnull,31,-73,-12,2147483647,2147483647,2147483647
11-20 17:36:35.394,NO,105891676306675,427,2147483647,5780,nullnull,31,-75,-12,2147483647,2147483647,2147483647}]
11-20 17:36:35.861,YES,105891676306675,422,34624,850,310410,31,-79,-8,2147483647,2147483647,2147483647
11-20 17:36:35.861,NO,105891676306675,406,2147483647,850,nullnull,23,-90,-8,2147483647,2147483647,2147483647
11-20 17:36:35.861,NO,105891676306675,226,2147483647,9820,nullnull,18,-97,-10,2147483647,2147483647,2147483647
11-20 17:36:35.861,NO,105891676306675,47,2147483647,9820,nullnull,18,-104,-18,2147483647,2147483647,2147483647
11-20 17:36:35.861,NO,105891676306675,470,2147483647,5780,nullnull,31,-73,-12,2147483647,2147483647,2147483647
11-20 17:36:35.861,NO,105891676306675,427,2147483647,5780,nullnull,31,-75,-12,2147483647,2147483647,2147483647}]
11-20 17:36:35.882,YES,105891676306675,422,34624,850,310410,31,-79,-8,2147483647,2147483647,2147483647
11-20 17:36:35.882,NO,105891676306675,406,2147483647,850,nullnull,23,-90,-8,2147483647,2147483647,2147483647
11-20 17:36:35.882,NO,105891676306675,226,2147483647,9820,nullnull,18,-97,-10,2147483647,2147483647,2147483647
11-20 17:36:35.882,NO,105891676306675,47,2147483647,9820,nullnull,18,-104,-18,2147483647,2147483647,2147483647
11-20 17:36:35.882,NO,105891676306675,470,2147483647,5780,nullnull,31,-73,-12,2147483647,2147483647,2147483647
11-20 17:36:35.882,NO,105891676306675,427,2147483647,5780,nullnull,31,-75,-12,2147483647,2147483647,2147483647}]
11-20 17:36:36.362,YES,105891676306675,422,34624,850,310410,31,-79,-8,2147483647,2147483647,2147483647
11-20 17:36:36.362,NO,105891676306675,406,2147483647,850,nullnull,23,-90,-8,2147483647,2147483647,2147483647
11-20 17:36:36.362,NO,105891676306675,226,2147483647,9820,nullnull,18,-97,-10,2147483647,2147483647,2147483647
11-20 17:36:36.362,NO,105891676306675,47,2147483647,9820,nullnull,18,-104,-18,2147483647,2147483647,2147483647
11-20 17:36:36.362,NO,105891676306675,470,2147483647,5780,nullnull,31,-73,-12,2147483647,2147483647,2147483647
11-20 17:36:36.362,NO,105891676306675,427,2147483647,5780,nullnull,31,-75,-12,2147483647,2147483647,2147483647}]
11-20 17:36:36.370,YES,105891676306675,422,34624,850,310410,31,-79,-8,2147483647,2147483647,2147483647
11-20 17:36:36.370,NO,105891676306675,406,2147483647,850,nullnull,23,-90,-8,2147483647,2147483647,2147483647
11-20 17:36:36.370,NO,105891676306675,226,2147483647,9820,nullnull,18,-97,-10,2147483647,2147483647,2147483647
11-20 17:36:36.370,NO,105891676306675,47,2147483647,9820,nullnull,18,-104,-18,2147483647,2147483647,2147483647
11-20 17:36:36.370,NO,105891676306675,470,2147483647,5780,nullnull,31,-73,-12,2147483647,2147483647,2147483647
11-20 17:36:36.370,NO,105891676306675,427,2147483647,5780,nullnull,31,-75,-12,2147483647,2147483647,2147483647}]
11-20 17:36:36.859,YES,105891676306675,422,34624,850,310410,31,-79,-8,2147483647,2147483647,2147483647
11-20 17:36:36.859,NO,105891676306675,406,2147483647,850,nullnull,23,-90,-8,2147483647,2147483647,2147483647
11-20 17:36:36.859,NO,105891676306675,226,2147483647,9820,nullnull,18,-97,-10,2147483647,2147483647,2147483647
11-20 17:36:36.859,NO,105891676306675,47,2147483647,9820,nullnull,18,-104,-18,2147483647,2147483647,2147483647
11-20 17:36:36.859,NO,105891676306675,470,2147483647,5780,nullnull,31,-73,-12,2147483647,2147483647,2147483647
11-20 17:36:36.859,NO,105891676306675,427,2147483647,5780,nullnull,31,-75,-12,2147483647,2147483647,2147483647}]
11-20 17:36:36.869,YES,105891676306675,422,34624,850,310410,31,-79,-8,2147483647,2147483647,2147483647
11-20 17:36:36.869,NO,105891676306675,406,2147483647,850,nullnull,23,-90,-8,2147483647,2147483647,2147483647
11-20 17:36:36.869,NO,105891676306675,226,2147483647,9820,nullnull,18,-97,-10,2147483647,2147483647,2147483647
11-20 17:36:36.869,NO,105891676306675,47,2147483647,9820,nullnull,18,-104,-18,2147483647,2147483647,2147483647
11-20 17:36:36.869,NO,105891676306675,470,2147483647,5780,nullnull,31,-73,-12,2147483647,2147483647,2147483647
11-20 17:36:36.869,NO,105891676306675,427,2147483647,5780,nullnull,31,-75,-12,2147483647,2147483647,2147483647}]
11-20 17:36:37.362,YES,105891676306675,422,34624,850,310410,31,-79,-8,2147483647,2147483647,2147483647
11-20 17:36:37.362,NO,105891676306675,406,2147483647,850,nullnull,23,-90,-8,2147483647,2147483647,2147483647
11-20 17:36:37.362,NO,105891676306675,226,2147483647,9820,nullnull,18,-97,-10,2147483647,2147483647,2147483647
11-20 17:36:37.362,NO,105891676306675,47,2147483647,9820,nullnull,18,-104,-18,2147483647,2147483647,2147483647
11-20 17:36:37.362,NO,105891676306675,470,2147483647,5780,nullnull,31,-73,-12,2147483647,2147483647,2147483647
11-20 17:36:37.362,NO,105891676306675,427,2147483647,5780,nullnull,31,-75,-12,2147483647,2147483647,2147483647}]
11-20 17:36:37.370,YES,105891676306675,422,34624,850,310410,31,-79,-8,2147483647,2147483647,2147483647
11-20 17:36:37.370,NO,105891676306675,406,2147483647,850,nullnull,23,-90,-8,2147483647,2147483647,2147483647
11-20 17:36:37.370,NO,105891676306675,226,2147483647,9820,nullnull,18,-97,-10,2147483647,2147483647,2147483647
11-20 17:36:37.370,NO,105891676306675,47,2147483647,9820,nullnull,18,-104,-18,2147483647,2147483647,2147483647
11-20 17:36:37.370,NO,105891676306675,470,2147483647,5780,nullnull,31,-73,-12,2147483647,2147483647,2147483647
11-20 17:36:37.370,NO,105891676306675,427,2147483647,5780,nullnull,31,-75,-12,2147483647,2147483647,2147483647}]
11-20 17:36:37.890,YES,105894181640310,422,34624,850,310410,31,-78,-13,2147483647,2147483647,2147483647
11-20 17:36:37.890,NO,105894181640310,406,2147483647,850,nullnull,26,-89,-14,2147483647,2147483647,2147483647
11-20 17:36:37.890,NO,105894181640310,226,2147483647,9820,nullnull,18,-97,-10,2147483647,2147483647,2147483647
11-20 17:36:37.890,NO,105894181640310,47,2147483647,9820,nullnull,18,-104,-18,2147483647,2147483647,2147483647
11-20 17:36:37.890,NO,105894181640310,470,2147483647,5780,nullnull,31,-73,-12,2147483647,2147483647,2147483647
11-20 17:36:37.890,NO,105894181640310,427,2147483647,5780,nullnull,31,-75,-12,2147483647,2147483647,2147483647}]
11-20 17:36:37.897,YES,105894181640310,422,34624,850,310410,31,-78,-13,2147483647,2147483647,2147483647
11-20 17:36:37.897,NO,105894181640310,406,2147483647,850,nullnull,26,-89,-14,2147483647,2147483647,2147483647
11-20 17:36:37.897,NO,105894181640310,226,2147483647,9820,nullnull,18,-97,-10,2147483647,2147483647,2147483647
11-20 17:36:37.897,NO,105894181640310,47,2147483647,9820,nullnull,18,-104,-18,2147483647,2147483647,2147483647
11-20 17:36:37.897,NO,105894181640310,470,2147483647,5780,nullnull,31,-73,-12,2147483647,2147483647,2147483647
11-20 17:36:37.897,NO,105894181640310,427,2147483647,5780,nullnull,31,-75,-12,2147483647,2147483647,2147483647}]
11-20 17:36:38.372,YES,105894192487029,422,34624,850,310410,31,-78,-13,2147483647,2147483647,2147483647
11-20 17:36:38.372,NO,105894192487029,406,2147483647,850,nullnull,26,-89,-14,2147483647,2147483647,2147483647
11-20 17:36:38.372,NO,105894192487029,226,2147483647,9820,nullnull,18,-97,-10,2147483647,2147483647,2147483647
11-20 17:36:38.372,NO,105894192487029,47,2147483647,9820,nullnull,18,-104,-18,2147483647,2147483647,2147483647
11-20 17:36:38.372,NO,105894192487029,470,2147483647,5780,nullnull,31,-73,-12,2147483647,2147483647,2147483647
11-20 17:36:38.372,NO,105894192487029,427,2147483647,5780,nullnull,31,-75,-12,2147483647,2147483647,2147483647}]
11-20 17:36:38.402,YES,105894192487029,422,34624,850,310410,31,-78,-13,2147483647,2147483647,2147483647
11-20 17:36:38.402,NO,105894192487029,406,2147483647,850,nullnull,26,-89,-14,2147483647,2147483647,2147483647
11-20 17:36:38.402,NO,105894192487029,226,2147483647,9820,nullnull,18,-97,-10,2147483647,2147483647,2147483647
11-20 17:36:38.402,NO,105894192487029,47,2147483647,9820,nullnull,18,-104,-18,2147483647,2147483647,2147483647
11-20 17:36:38.402,NO,105894192487029,470,2147483647,5780,nullnull,31,-73,-12,2147483647,2147483647,2147483647
11-20 17:36:38.402,NO,105894192487029,427,2147483647,5780,nullnull,31,-75,-12,2147483647,2147483647,2147483647}]
11-20 17:36:38.860,YES,105894192487029,422,34624,850,310410,31,-78,-13,2147483647,2147483647,2147483647
11-20 17:36:38.860,NO,105894192487029,406,2147483647,850,nullnull,26,-89,-14,2147483647,2147483647,2147483647
11-20 17:36:38.860,NO,105894192487029,226,2147483647,9820,nullnull,18,-97,-10,2147483647,2147483647,2147483647
11-20 17:36:38.860,NO,105894192487029,47,2147483647,9820,nullnull,18,-104,-18,2147483647,2147483647,2147483647
11-20 17:36:38.860,NO,105894192487029,470,2147483647,5780,nullnull,31,-73,-12,2147483647,2147483647,2147483647
11-20 17:36:38.860,NO,105894192487029,427,2147483647,5780,nullnull,31,-75,-12,2147483647,2147483647,2147483647}]
11-20 17:36:38.872,YES,105894192487029,422,34624,850,310410,31,-78,-13,2147483647,2147483647,2147483647
11-20 17:36:38.872,NO,105894192487029,406,2147483647,850,nullnull,26,-89,-14,2147483647,2147483647,2147483647
11-20 17:36:38.872,NO,105894192487029,226,2147483647,9820,nullnull,18,-97,-10,2147483647,2147483647,2147483647
11-20 17:36:38.872,NO,105894192487029,47,2147483647,9820,nullnull,18,-104,-18,2147483647,2147483647,2147483647
11-20 17:36:38.872,NO,105894192487029,470,2147483647,5780,nullnull,31,-73,-12,2147483647,2147483647,2147483647
